disease,symptom
头皮及颅骨烧伤,恶心与呕吐
头皮及颅骨烧伤,头痛
头皮及颅骨烧伤,前囟张力增高
头皮及颅骨烧伤,挛缩性瘢痕
头皮感染,头皮坏死
头皮感染,头皮屑多
头皮感染,蜂窝组织炎
头皮感染,头皮痒
头皮感染,身痛
痛风性关节炎,关节疼痛
痛风性关节炎,身痛
痛风性关节炎,发热
痛风性关节炎,痛风结节
痛风性关节炎,发热伴关节肿痛
高尿酸血症,中指指甲凹陷
高尿酸血症,关节液中白细胞内有尿酸结晶
高尿酸血症,尿酸代谢亢进
高尿酸血症,双足红肿热痛
高尿酸血症,痛阈降低
痛风,血偏酸
痛风,痛风结节
痛风,关节畸形
痛风,消瘦
痛风,足趾痛
听小骨创伤,身痛
听小骨创伤,耳痛
听小骨创伤,听力减退
听小骨创伤,发热
听小骨创伤,听力下降
听神经鞘瘤,头晕如房屋旋转
听神经鞘瘤,耳前庭听觉失衡
听神经鞘瘤,耳前庭功能受损
听神经鞘瘤,听力缺陷
听神经鞘瘤,听力下降
天花,身痛
天花,头痛
天花,丘疹
天花,恶心与呕吐
天花,咽痛
特异性肾实质疾病,腰背痛
特异性肾实质疾病,血尿
特异性肾实质疾病,抗利尿激素(ADH)分泌增多
特发性胃肠道嗜酸性,胃肠粘膜的通透性增高
特发性胃肠道嗜酸性,胃肠扩张与脱肛
特发性胃肠道嗜酸性,腹痛
特发性胃肠道嗜酸性,恶心与呕吐
特发性葡萄膜大脑炎,眩晕
特发性葡萄膜大脑炎,头痛
特发性葡萄膜大脑炎,恶心与呕吐
特发性葡萄膜大脑炎,红眼
特发性葡萄膜大脑炎,眼痛
特发性脊柱侧凸,腰部僵硬及腰前凸消失
特发性脊柱侧凸,脊髓马尾受累
特发性脊柱侧凸,窦道相
特发性脊柱侧凸,脊柱弯曲
特发性脊柱侧凸,躯干畸形弯曲
特发性含铁血黄素沉,咳嗽
特发性含铁血黄素沉,咯血
特发性含铁血黄素沉,咳痰
特发性含铁血黄素沉,含铁血黄素沉着症
特发性含铁血黄素沉,皮肤含铁血黄素沉着
特发性非硬化性门脉,黄疸
特发性非硬化性门脉,昏迷
特发性非硬化性门脉,脾肿大
特发性非硬化性门脉,呕血与黑便
特发性非硬化性门脉,肾间质水肿
糖原累积症,肝肿大
糖原累积症,脾肿大
糖原累积症,肌性肌无力
糖原累积病,溶酶体酶缺陷
糖原累积病,糖代谢紊乱
糖原累积病,重症肌无力
糖原累积病,肌性肌无力
糖原累积病,反复上呼吸道感染
糖尿病酮症酸中毒,神志淡漠
糖尿病酮症酸中毒,循环衰竭
糖尿病酮症酸中毒,肝糖异生增加
糖尿病酮症酸中毒,糖尿病酮症酸中毒
糖尿病酮症酸中毒,呼吸中可有烂苹果味
糖尿病肾病,下半身无汗或少汗
糖尿病肾病,管型尿
糖尿病肾病,阳虚体质
糖尿病肾病,新生儿蛋白尿
糖尿病肾病,糖耐量降低
糖尿病乳酸性酸中毒,瞳孔固定
糖尿病乳酸性酸中毒,多饮
糖尿病乳酸性酸中毒,恶心与呕吐
糖尿病乳酸性酸中毒,腹泻
糖尿病乳酸性酸中毒,低血压
炭疽病,腹痛
炭疽病,胸痛
炭疽病,恶心与呕吐
炭疽病,腹泻
炭疽病,头痛
持续性枕后位、枕横,阴道出血
持续性枕后位、枕横,腹痛
持续性枕后位、枕横,疲劳
持续性枕后位、枕横,子宫高度低于妊娠周数 
持续性枕后位、枕横,临产后俯屈不良
新生儿硬肿症,呼吸异常
新生儿硬肿症,水肿
新生儿硬肿症,休克
新生儿硬肿症,少尿
新生儿硬肿症,鼻出血
秃头,全秃
秃头,毛发异常
秃头,毛发稀少
秃头,脱发
秃头,体毛脱落
突发性耳聋,耳堵
突发性耳聋,耳源性眩晕
突发性耳聋,复聪现象
突发性耳聋,听骨畸形
突发性耳聋,听阈上升
头外伤,休克
头外伤,皮肤撕脱伤
头外伤,伤口愈合发痒
头外伤,嗅觉障碍
头外伤,鼻咽异物
头皮血肿,头皮坏死
头皮血肿,头皮痒
头皮血肿,皮下血肿
头皮血肿,内脏出血
头皮血肿,头痛
听神经瘤,肢体或躯干麻木
听神经瘤,口角歪斜，无法说话
听神经瘤,耳前庭听觉失衡
听神经瘤,听力缺陷
听神经瘤,听力下降
三叉神经痛,牵涉性头痛
三叉神经痛,牵引性头痛
三叉神经痛,面部麻木
三叉神经痛,顽固性疼痛
三叉神经痛,放射性疼痛
痛经,痛经
痛经,腹痛
痛经,晕厥
痛经,发热
痛经,盆腔瘀血
特发性肺纤维化,咳嗽
特发性肺纤维化,消瘦
特发性肺纤维化,发热
特发性肺纤维化,紫绀
特发性肺纤维化,心力衰竭
兔热病,发热
兔热病,淋巴结肿大
兔热病,溃疡
兔热病,呼吸异常
兔热病,恶心与呕吐
绦虫病,腹痛
绦虫病,恶心与呕吐
绦虫病,消瘦
绦虫病,腹泻
绦虫病,结节
胎儿宫内窘迫,急性呼吸窘迫综合征
胎儿宫内窘迫,呼吸异常
胎儿宫内窘迫,休克
胎儿宫内窘迫,胎动频繁
胎儿宫内窘迫,胎动改变
新生儿败血症,脐带感染
新生儿败血症,败血症的征象
新生儿败血症,陶奇感染
新生儿败血症,毒血症
新生儿败血症,水中毒
糖尿病性神经病,下半身无汗或少汗
糖尿病性神经病,行走时发生腓肠肌麻木
糖尿病性神经病,血管搏动或波形的改变
糖尿病性神经病,消瘦
糖尿病性神经病,体型异常
新生儿黄疸,腹痛，发热及黄疸
新生儿黄疸,粪便中排出的粪胆原增加
新生儿黄疸,重度黄疸
新生儿黄疸,核黄疸
新生儿黄疸,阻塞性黄疸
直肠脱垂,腹痛
直肠脱垂,便血
直肠脱垂,尿频伴尿急和尿痛
直肠脱垂,直肠脱垂
直肠脱垂,直肠狭窄
黑色素瘤,尿暗黑色
黑色素瘤,皮肤痣
黑色素瘤,瘙痒
黑色素瘤,色素异常
黑色素瘤,结节
胎盘早剥,胎盘老化
胎盘早剥,硬肿症
胎盘早剥,胎动改变
胎盘早剥,死产
胎盘早剥,胎盘母体面上有凝血块及压迹
头痛,儿童偏头痛
头痛,功能性头痛
头痛,痛阈降低
头痛,枕部疼痛
头痛,反复发作性头痛
天疱疮,脱水
天疱疮,疱疹
天疱疮,口臭
天疱疮,吞咽困难
天疱疮,淋巴结肿大
铁线虫病,腹痛
铁线虫病,恶心与呕吐
铁线虫病,腹泻
铁线虫病,昏迷
铁线虫病,尿失禁与遗尿
吞噬功能缺陷病,脾肿大
吞噬功能缺陷病,肝肿大
吞噬功能缺陷病,啰音
吞噬功能缺陷病,咳痰
吞噬功能缺陷病,咳嗽
天冬氨酰葡萄糖胺尿,面颊明显内陷
天冬氨酰葡萄糖胺尿,肝糖异生增加
天冬氨酰葡萄糖胺尿,尿中有特殊鼠臭味
天冬氨酰葡萄糖胺尿,脾肿大
天冬氨酰葡萄糖胺尿,肝肿大
弹性假黄瘤,贫血
弹性假黄瘤,结节
弹性假黄瘤,丘疹
弹性假黄瘤,高血压
弹性假黄瘤,血尿
不安腿综合征,局部灼热
不安腿综合征,骨痒
不安腿综合征,全身过敏反应
不安腿综合征,感觉分离
不安腿综合征,特禀体质
特发性股骨头坏死,大转子叩痛
特发性股骨头坏死,股骨近侧端变宽
特发性股骨头坏死,关节疼痛
透析性骨关节病,脊柱和四肢畸形
透析性骨关节病,关节疼痛
透析性骨关节病,感觉障碍
透析性骨关节病,心力衰竭
透析性骨关节病,淀粉样蛋白沉积
痛风和高尿酸血症,关节疼痛
痛风和高尿酸血症,脂肪过多
痛风和高尿酸血症,糖尿
痛风和高尿酸血症,低血糖症
痛风和高尿酸血症,感觉障碍
小儿心内膜弹力纤维,呕吐
小儿心内膜弹力纤维,肺积水
小儿心内膜弹力纤维,心音异常
小儿心内膜弹力纤维,肝肿大
小儿心内膜弹力纤维,啰音
先天性梅毒,鼻梁平塌
先天性梅毒,梅毒恐怖
先天性梅毒,脾肿大
先天性梅毒,肝肿大
先天性梅毒,消瘦
胎粪性便秘,腹胀
胎粪性便秘,呕吐
胎粪性便秘,便秘
胎粪性便秘,粪便嵌塞
胎粪性便秘,频繁呕吐及便秘
胎粪吸入综合征,窒息
胎粪吸入综合征,胚胎发育障碍
胎粪吸入综合征,胎粪污染
胎粪吸入综合征,胎儿宫内窒息
胎粪吸入综合征,新生儿窒息 
维生素D缺乏病,夜间磨牙
维生素D缺乏病,脂溶性维生素缺乏
维生素D缺乏病,囟门闭合晚
维生素D缺乏病,骨软化
维生素D缺乏病,婴儿肋骨外翻
脱水,双侧肾上腺皮质增生
脱水,直立性低血压晕厥
脱水,腹部凹陷呈舟状
脱水,肾浓缩功能障碍
脱水,肾小管酸化功能障碍
糖原贮积病,惊厥
糖原贮积病,脾肿大
糖原贮积病,肝肿大
糖原贮积病,腹水
糖原贮积病,肌性肌无力
臀位难产,软产道异常
臀位难产,产力异常
臀位难产,子宫痉挛性狭窄环
臀位难产,漏斗型骨盆
臀位难产,胎位不正
胎膜早破,子宫有局限性轻压痛
胎膜早破,胎位不正
胎膜早破,胚胎发育障碍
胎膜早破,胎心不规则
胎膜早破,胎心音消失（无胎心音）
胎死宫内,流产
胎死宫内,死胎
胎死宫内,消瘦
胎死宫内,胚胎发育慢
胎死宫内,创伤性宫腔粘连
胎儿窘迫,新生儿窒息 
胎儿窘迫,脐带绕颈
胎儿窘迫,胚胎发育障碍
胎儿窘迫,胎粪污染
胎儿窘迫,羊水粪染
胎儿生长受限,营养障碍
胎儿生长受限,胎位不正
胎儿生长受限,胚胎发育障碍
胎儿生长受限,血缺氧
胎儿生长受限,胎盘滞留宫腔
脱屑性红皮病,全身弥漫性潮红
脱屑性红皮病,剥脱性皮炎
脱屑性红皮病,贫血
脱屑性红皮病,腹泻
脱屑性红皮病,毛发异常
疼痛性脂肪疝,腹壁切口处有肿物突出
疼痛性脂肪疝,弥漫性丘疹
疼痛性脂肪疝,部位不定的疼痛
疼痛性脂肪疝,持续性疼痛
疼痛性脂肪疝,丘疹
锑及其化合物引起的,皮肤呈苍白色
锑及其化合物引起的,皮肤钙沉着
锑及其化合物引起的,锑性皮炎
糖尿病合并低血糖,低血糖症
糖尿病合并低血糖,低血糖性昏迷
糖尿病合并低血糖,血脂异常
糖尿病合并低血糖,高同型半胱氨酸血症
糖尿病合并低血糖,血浆白蛋白降低
糖尿病心脏病,恶心与呕吐
糖尿病心脏病,心力衰竭
糖尿病心脏病,心律失常
糖尿病心脏病,血糖值升高
糖尿病心脏病,高同型半胱氨酸血症
糖尿病性视网膜病变,眼肌麻痹
糖尿病性视网膜病变,多饮
糖尿病性视网膜病变,视野缺损
糖尿病性视网膜病变,眼底点状或火焰状出血
糖尿病性视网膜病变,视网膜动脉阻塞
糖尿病性肾病,贫血
糖尿病性肾病,高血压
糖尿病性肾病,心力衰竭
糖尿病性肾病,急性肾衰竭
糖尿病性肾病,蛋白尿
糖尿病和高血压,手足麻木
糖尿病和高血压,头昏眼花
糖尿病和高血压,酮尿
糖尿病和高血压,管型尿
糖尿病和高血压,指甲宽而短(宽大于长)
特发性低促性腺激素,性腺发育不良
特发性低促性腺激素,胡子稀疏
特发性低促性腺激素,乳房和生殖器萎缩
特发性低促性腺激素,无胡须腋毛和阴毛
特发性低促性腺激素,睾丸发育不全
特发性青春期延迟,青春危险期
特发性青春期延迟,青春期身体发育缓慢
糖代谢异常伴发的精,无故发笑
糖代谢异常伴发的精,幻觉
糖代谢异常伴发的精,呕吐
糖代谢异常伴发的精,手麻 
糖代谢异常伴发的精,多汗症
童年社会功能障碍,注意力不集中
童年社会功能障碍,失读
童年社会功能障碍,严重情绪障碍
童年社会功能障碍,抑郁
童年社会功能障碍,意向倒错
童年情绪障碍,习惯性尿裤
童年情绪障碍,进食样自动症
童年情绪障碍,睡行症
童年情绪障碍,偶有自发只言片语
童年情绪障碍,躯体主诉增多
锑末沉着症,胸痛
锑末沉着症,呼吸异常
锑末沉着症,咳痰
锑末沉着症,咳嗽
锑末沉着症,气息异常
铁尘肺,胸痛伴胸闷、心悸
铁尘肺,胸闷
铁尘肺,肺通气一血流比例失调
铁尘肺,胸片示肺内孤立结节
铁尘肺,胸痛
脱屑性间质肺炎,肺部啰音
脱屑性间质肺炎,湿啰音
脱屑性间质肺炎,烦躁不安
脱屑性间质肺炎,肺化脓
脱屑性间质肺炎,肺通气一血流比例失调
妊娠性哮喘,猫喘音
妊娠性哮喘,肺通气一血流比例失调
妊娠性哮喘,奇脉
妊娠性哮喘,耸肩喘息
妊娠性哮喘,呼吸异常
特发性肺含铁血黄素,皮肤含铁血黄素沉着
特发性肺含铁血黄素,血清抗GBM抗体阳性
特发性肺含铁血黄素,肺通气一血流比例失调
特发性肺含铁血黄素,急性呼吸窘迫综合征
特发性肺含铁血黄素,呼吸异常
投掷骨折,脊柱和四肢畸形
投掷骨折,关节疼痛
投掷骨折,骨密度增加
退变性骶髂关节炎,关节疼痛
退变性骶髂关节炎,屈伸不利
退变性骶髂关节炎,非对称性关节痛
退变性骶髂关节炎,持续性腰痛伴有晨僵
退变性骶髂关节炎,骶髂部剧烈疼痛
臀上皮神经干痛,臀部放射痛
臀上皮神经干痛,臀部可触及上移的股骨头
臀上皮神经干痛,腰臀部广泛性疼痛并向下放射
臀上皮神经干痛,神经根损伤
臀上皮神经干痛,轻度痛
弹响肩胛,颈肩痛
弹响肩胛,冻结肩
铜中毒引起的溶血性,恶性贫血
铜中毒引起的溶血性,先天性铜代谢障碍
铜中毒引起的溶血性,瞳孔固定
铜中毒引起的溶血性,贫血貌
铜中毒引起的溶血性,急性贫血
苔藓样结核疹,丘疹
苔藓样结核疹,斑丘疹
苔藓样结核疹,痱疹样皮疹
脱发性毛囊炎,疖肿
脱发性毛囊炎,病理性脱发
脱发性毛囊炎,脱发
脱发性毛囊炎,肿瘤性脱发
脱发性毛囊炎,毛发异常
特发性迟发性免疫球,球蛋白异常
特发性迟发性免疫球,脾肿大
特发性迟发性免疫球,溃疡
土肥对称性肢端色素,色素异常
土肥对称性肢端色素,皮肤含铁血黄素沉着
土肥对称性肢端色素,色素性皮损
土肥对称性肢端色素,色素沉着与色素减退
土肥对称性肢端色素,网状色素沉着斑
特发性滴状色素减少,色素沉着与色素减退
特发性滴状色素减少,色素性皮损
特发性滴状色素减少,色素异常
特发性滴状色素减少,褪黑色素增多
头皮脓疱糜烂性皮病,毛发异常
头皮脓疱糜烂性皮病,鳞屑
头皮脓疱糜烂性皮病,脓疱
头皮脓疱糜烂性皮病,头皮坏死
头皮脓疱糜烂性皮病,头皮痒
头皮糠疹,头皮痒
头皮糠疹,头皮坏死
头皮糠疹,毛发异常
头皮糠疹,鳞屑
头皮糠疹,头皮瘙痒
痛性青紫综合征,瘀血斑
痛性青紫综合征,头痛
痛性青紫综合征,色素异常
痛性青紫综合征,紫绀
痛性青紫综合征,斑疹
痿证,持续发烧
痿证,阴阳气血失衡
痿证,吞咽困难
痿证,肌肉萎缩
痿证,眼睑下垂
痿病,瘤细胞浸润
痿病,面肌萎缩
痿病,大腿肌肉萎缩
痿病,舌肌萎缩
痿病,骨间肌和鱼际肌萎缩
多发性大动脉炎,继发性高血压
多发性大动脉炎,颈动脉搏动减弱或消失
多发性大动脉炎,肢体局部的皮肤颜色和温度改变
多发性大动脉炎,关节疼痛
多发性大动脉炎,食欲异常
霍乱样综合征,肠粘膜脱落
霍乱样综合征,大便粘腻
霍乱样综合征,肠蠕动减少
霍乱样综合征,排便不尽感
霍乱样综合征,手术创伤
流行性斑疹伤寒,外斐氏试验阴性
流行性斑疹伤寒,浅棕色斑点
流行性斑疹伤寒,高热寒战
流行性斑疹伤寒,脂肪泻
流行性斑疹伤寒,发热伴眼睛充血
外科淋巴管瘤,颈部囊性病变
外科淋巴管瘤,囊肿
外科淋巴管瘤,结节
外科淋巴管瘤,淋巴结肿大
外科淋巴管瘤,淋巴管淤积
外科颈动脉体瘤,持续颅内杂音
外科颈动脉体瘤,颈后及肩部皮肤发硬    
外科颈动脉体瘤,颈内动脉创伤性血栓
外科颈动脉体瘤,猝死
外科颈动脉体瘤,呼吸异常
进行性脊髓性肌萎缩,“鸭步”步态
进行性脊髓性肌萎缩,肩胛带肌肉萎缩
进行性脊髓性肌萎缩,定位神经体征
进行性脊髓性肌萎缩,肌肉的失用性萎缩
进行性脊髓性肌萎缩,肌肉跳动
外伤后颅内积气,伤口结疤
外伤后颅内积气,颅内钙化
外伤后颅内积气,心动过缓
外伤后颅内积气,呼吸反射调节受损
外伤后颅内积气,前囟张力增高
外伤后低颅压综合征,恶心与呕吐
外伤后低颅压综合征,昏迷
外伤后低颅压综合征,眩晕
外伤后低颅压综合征,头痛
外伤后低颅压综合征,前囟张力增高
外耳湿疹,婴儿湿疹
外耳湿疹,婴儿湿疹结痂
外耳湿疹,耳溢液
外耳湿疹,耳鸣
外耳湿疹,发热伴有皮疹
外耳道疖肿,外耳道疼痛
外耳道疖肿,听骨畸形
外耳道疖肿,耳流脓
外耳道疖肿,脓包
外耳道疖肿,耳痛
外层渗出性视网膜病,血液呈现浓缩
外层渗出性视网膜病,视野缺损
外层渗出性视网膜病,视力障碍
外层渗出性视网膜病,眼痛
外层渗出性视网膜病,眼球不能随意动
小儿急性支气管炎,新生儿少吃
小儿急性支气管炎,爆裂音
小儿急性支气管炎,纤毛结构缺陷
小儿急性支气管炎,咳出黄色痰液    
小儿急性支气管炎,小儿哭闹不安
先天性肌性斜颈,扭转动作
先天性肌性斜颈,体型异常
戊型病毒性肝炎,肝被膜紧张
戊型病毒性肝炎,食欲下降
戊型病毒性肝炎,黄疸
戊型病毒性肝炎,腹痛
戊型病毒性肝炎,门体侧支循环
无胆色素尿性黄疸综,身痛
无胆色素尿性黄疸综,恶心与呕吐
无胆色素尿性黄疸综,发热
无胆色素尿性黄疸综,红细胞增多-高粘滞度
无胆色素尿性黄疸综,皮肤呈浅黄或深金黄色
吻合口溃疡,吻合口并发症
吻合口溃疡,溃疡龛影
吻合口溃疡,食物在胃的通过障碍
吻合口溃疡,溃疡分泌物恶臭
吻合口溃疡,溃疡外观呈虫蚀样
纹状骨瘤,关节疼痛
纹状骨瘤,身痛
纹状骨瘤,骨转移
纹状骨瘤,骨外团块
纹状骨瘤,儿童骨缺损
胃心综合征,胃寒疼痛
胃心综合征,心力衰竭
胃心综合征,心悸
胃心综合征,腹痛
胃心综合征,心胃的奇怪感觉
胃损伤,呃逆
胃损伤,胃食管反流症状
胃损伤,呕血与黑便
胃损伤,胃粘膜损伤
胃损伤,胃壁肌层缺损
胃轻瘫综合征,无法引出moro反应
胃轻瘫综合征,麻痹
胃轻瘫综合征,恶心与呕吐
胃轻瘫综合征,食欲异常
胃轻瘫综合征,消化管蠕动不协调
胃平滑肌肉瘤,腹痛
胃平滑肌肉瘤,呕血与黑便
胃平滑肌肉瘤,溃疡
胃平滑肌肉瘤,虚热口臭    
胃平滑肌肉瘤,肌肉硬结
胃扭转,晕动症
胃扭转,胃移位
胃扭转,胃扭转梗阻症状
胃扭转,呃逆
胃扭转,胃食管反流症状
胃良性肿瘤,胃肠扩张与脱肛
胃良性肿瘤,腹部肿块
胃良性肿瘤,腹痛
胃良性肿瘤,呕血与黑便
胃良性肿瘤,口酸伴有口苦烧心
胃空肠输入袢综合征,吻合口并发症
胃空肠输入袢综合征,腹痛
胃空肠输入袢综合征,恶心与呕吐
胃节律紊乱综合征,腹痛
胃节律紊乱综合征,恶心与呕吐
胃节律紊乱综合征,胃肠气胀
胃节律紊乱综合征,晕机
胃节律紊乱综合征,暴饮暴食
胃肠道外瘘,喂食困难
胃肠道外瘘,胃肠粘膜的通透性增高
胃肠道外瘘,皮窦道
胃肠道外瘘,口苦
胃肠道外瘘,腹痛
胃肠道伴癌综合征,消瘦
胃肠道伴癌综合征,腹泻
胃肠道伴癌综合征,休克
胃肠道伴癌综合征,肠绒毛萎缩
胃肠道伴癌综合征,单纯性上半身消瘦型
胃、十二指肠溃疡急,排气障碍
胃、十二指肠溃疡急,小肠内的低pH
胃、十二指肠溃疡急,肠穿孔
胃、十二指肠溃疡急,嗳气 
胃、十二指肠溃疡急,良性溃疡改变
位置性眩晕,晕眩
位置性眩晕,情景性晕厥
位置性眩晕,头晕如房屋旋转
位置性眩晕,老年性眩晕
位置性眩晕,晕机
萎缩性咽炎,咽炎、舌炎、龈炎
萎缩性咽炎,咽部异物感
萎缩性咽炎,声音嘶哑
萎缩性咽炎,咽痛
萎缩性咽炎,吞咽困难
维生素K缺乏病,黄疸
维生素K缺乏病,指甲异常
维生素K缺乏病,毛发异常
维生素K缺乏病,鼻出血
维生素K缺乏病,血尿
维生素E缺乏病,维生素E缺乏    
维生素E缺乏病,精液稀
维生素E缺乏病,维生素缺乏
维生素E缺乏病,营养性皮肤改变
维生素E缺乏病,脂溶性维生素缺乏
维生素A中毒症,恶心与呕吐
维生素A中毒症,食欲异常
维生素A中毒症,头痛
维生素A中毒症,毛发异常
维生素A中毒症,出汗异常
韦格内肉芽肿,肉芽肿
韦格内肉芽肿,单发性坚实性结节
韦格内肉芽肿,进行性肉芽性溃疡坏死
韦格内肉芽肿,皮肤的非干酪性肉芽肿
韦格内肉芽肿,消瘦
网状细胞肉瘤,身痛
网状细胞肉瘤,发热
网膜肿瘤,腹部肿块
网膜肿瘤,腹水
网膜肿瘤,贫血
网膜肿瘤,瘤体牵拉
网膜肿瘤,腹痛
网膜炎,腹痛
网膜炎,胃肠气胀
网膜炎,腹部肿块
网膜炎,细胞感染增大
网膜囊肿,网膜囊肿扭转
网膜囊肿,腹痛
网膜囊肿,腹部肿块
网膜囊肿,囊肿样改变
网膜囊肿,皮肤粘连
腕舟骨骨折,关节疼痛
腕舟骨骨折,身痛
腕舟骨骨折,发热
腕舟骨骨折,腕关节扭挫伤
腕关节结核,关节疼痛
腕关节结核,发热
腕关节结核,腕背侧或掌侧的脓肿或窦道
腕关节结核,烦热
腕关节结核,体型异常
完全性肺静脉异位回,肺通气一血流比例失调
完全性肺静脉异位回,粉红色泡沫痰
完全性肺静脉异位回,静脉内持续性血流
完全性肺静脉异位回,猝死
完全性肺静脉异位回,肺含水量增加
完全性大动脉错位,心音异常
完全性大动脉错位,胸痛
完全性大动脉错位,呼吸异常
完全性大动脉错位,紫绀
完全性大动脉错位,心力衰竭
弯曲菌性肠炎,肠粘膜脱落
弯曲菌性肠炎,大便粘腻
弯曲菌性肠炎,肠蠕动减少
弯曲菌性肠炎,肠胀气
弯曲菌性肠炎,排便不尽感
外隐斜,视力障碍
外隐斜,眼痛
外隐斜,疲劳
外阴癌,会阴痒
外阴癌,瘙痒
外阴癌,尿频伴尿急和尿痛
外阴癌,外阴损伤
外阴癌,外阴皮肤肿胀
外伤性硬脑膜下积液,恶心与呕吐
外伤性硬脑膜下积液,头痛
外伤性硬脑膜下积液,伤口结疤
外伤性硬脑膜下积液,脑膜增厚
外伤性乳糜胸,伤口结疤
外伤性乳糜胸,胸腔积液
外伤性乳糜胸,恶心与呕吐
外伤性乳糜胸,呼吸异常
外伤性乳糜胸,咳嗽
外伤性颈内动脉海绵,凝视麻痹
外伤性颈内动脉海绵,持续颅内杂音
外伤性颈内动脉海绵,鼻出血
外伤性颈内动脉海绵,伤口结疤
外伤性癫痫,伤口结疤
外伤性癫痫,痛性脸抽搐
外伤性癫痫,钙离子内流
外伤性癫痫,额叶癫痫的眶额区发作
外伤性癫痫,阵挛-强直型
外伤性白内障,白晕
外伤性白内障,指(趾)甲脆软萎缩
外伤性白内障,视力障碍
外伤性白内障,眼球震颤
外伤性白内障,复视
外耳道真菌病,双耳廓缺损
外耳道真菌病,耳溢液
外耳道真菌病,耳痛
外耳道真菌病,听力减退
外耳道真菌病,反复感染
外耳道异物,耳垂过大
外耳道异物,耳道流血    
外耳道异物,眩晕
外耳道异物,耳痛
外耳道异物,耳鸣
胃肠型食物中毒,胃肠粘膜的通透性增高
胃肠型食物中毒,胃肠扩张与脱肛
胃肠型食物中毒,食积口臭
胃肠型食物中毒,上腹弥漫性压痛
胃肠型食物中毒,食物过敏
幽门梗阻,幽门瘢痕性狭窄
幽门梗阻,胃扭转梗阻症状
幽门梗阻,吻合口并发症
幽门梗阻,震水音
幽门梗阻,幽门管狭窄
腕舟状骨骨折,关节疼痛
缺铁性贫血,血沉增快
缺铁性贫血,眼前发黑
缺铁性贫血,骨髓象改变
缺铁性贫血,蓝巩膜
缺铁性贫血,食欲异常
类风湿性关节炎,酒后四肢酸痛
类风湿性关节炎,关节肿大
类风湿性关节炎,下背部酸痛
类风湿性关节炎,种植性结节
类风湿性关节炎,关节疼痛
胃病,腹痛
胃病,胃肠气胀
胃病,便秘
胃病,食欲减退
胃病,情绪性胃痛
外阴瘙痒,瘙痒
外阴瘙痒,白带
外阴瘙痒,剧痒
外阴瘙痒,会阴痒
外阴炎,阴部溃疡
外阴炎,小腹刺痛
外阴炎,瘙痒
外阴炎,白带
外阴炎,尿频伴尿急和尿痛
胃肠道间质瘤,胃痛
胃肠道间质瘤,呕血与黑便
胃肠道间质瘤,恶心与呕吐
胃肠道间质瘤,食欲不振
胃肠道间质瘤,食欲减退
卫氏并殖吸虫病,胸痛
卫氏并殖吸虫病,啰音
卫氏并殖吸虫病,呼吸异常
卫氏并殖吸虫病,咳痰
卫氏并殖吸虫病,咳嗽
弯曲菌肠炎,反射性呕吐
弯曲菌肠炎,粪便黑色并带有血液
弯曲菌肠炎,粪便脓血
弯曲菌肠炎,排便感
弯曲菌肠炎,脐周疼痛
微小病毒感染,淋巴液流出
微小病毒感染,胸骨压痛
微小病毒感染,心悸
微小病毒感染,咽痛
微小病毒感染,眼痛
委内瑞拉马脑炎,恶心与呕吐
委内瑞拉马脑炎,感觉障碍
委内瑞拉马脑炎,瘫痪
委内瑞拉马脑炎,昏迷
委内瑞拉马脑炎,头痛
外伤性脾破裂,贫血
外伤性脾破裂,脾肿大
外伤性脾破裂,腹部肿块
外伤性脾破裂,腹痛
外伤性脾破裂,体液外渗
外伤性胆管损伤,小胆管扭曲
外伤性胆管损伤,黄疸
外阴颗粒性肌母细胞,色素异常
外阴颗粒性肌母细胞,结节
外阴颗粒性肌母细胞,外阴压痛
外阴颗粒性肌母细胞,外阴肿胀
外阴平滑肌瘤,核分裂象增多
外阴平滑肌瘤,寒冷刺激下皮损表面出现皱缩
外阴平滑肌瘤,结节
外阴血管瘤,色素异常
外阴血管瘤,溃疡
外阴血管瘤,结节
外阴血管瘤,丘疹
外阴血管瘤,外阴皮肤肿胀
外阴脂肪瘤,外阴压痛
外阴脂肪瘤,外阴肿胀
外阴脂肪瘤,脂肪组织增生肥大
外阴脂肪瘤,外阴皮肤肿胀
外阴脂肪瘤,外阴损伤
外阴纤维瘤,性交疼痛 
外阴纤维瘤,瘙痒
外阴纤维瘤,色素异常
外阴纤维瘤,溃疡
外阴纤维瘤,排尿困难及尿潴留
外阴色素痣,色素性皮损
外阴色素痣,外阴萎缩
外阴色素痣,外阴瘙痒
外阴色素痣,瘙痒
外阴色素痣,色素异常
外阴软纤维瘤,溃疡
外阴软纤维瘤,外阴皮肤肿胀
外阴软纤维瘤,粘膜增生性炎症
外阴软纤维瘤,外阴压痛
外阴软纤维瘤,外阴肿胀
外阴汗管瘤,遇冷后排汗增多
外阴汗管瘤,外阴压痛
外阴汗管瘤,外阴皮肤肿胀
外阴汗管瘤,外阴瘙痒
外阴汗管瘤,结节
外阴大汗腺瘤,外阴瘙痒
外阴大汗腺瘤,溃疡
外阴大汗腺瘤,结节
外阴大汗腺瘤,发热
外阴大汗腺瘤,外阴皮肤肿胀
外阴神经纤维瘤,外阴压痛
外阴神经纤维瘤,外阴肿胀
外阴神经纤维瘤,神经纤维过度生长
外阴神经纤维瘤,外阴皮肤肿胀
外阴神经纤维瘤,数目较多的咖啡牛奶斑
